Serial,Name,Fl,Birth,Death,Inventory,ScienceField,Index,Duplicate,BirthCountry,WorkCountry,Ethnicity,Woman,No. of Inventories
2576,Eratosthenes,-236,-276,-194,Science,Math,8.85,0,Anc Greece,Anc Greece,Ancient Greek,0,
2582,"Ericsson, John",1843,1803,1889,Science,Tech,9.88,0,Sweden,USA,Swedish,0,
30564,"Erigena, Johannes",850,810,870,Phil.West,,6.78,0,Britain,Britain,Irish,0,
40750,"Erlebach, Philipp",1697,1657,1714,Music.West,,1.38,0,Germany,Germany,Germanic,0,
20864,"Ernst, Max",1931,1891,1976,Art.West,,17.08,0,Germany,Germany,Germanic,0,
2606,Eskola,1923,1883,1964,Science,Eart,18.71,0,Finland,Finland,Finnish,0,
11441,"Espronceda, Jose de ",1842,1808,1842,Lit.West,,3.91,0,Portugal,Spain,Portuguese,0,
11447,"Etherege, George",1675,1635,1691,Lit.West,,2.00,0,Britain,Britain,English,0,
2615,Euclid of Alexandria,-230,-270,,Science,Math,82.78,0,Anc Greece,Rome,Ancient Greek,0,
2618,Eudoxus,-360,-400,-347,Science,Astr,20.48,0,Anc Greece,Anc Greece,Ancient Greek,0,
2619,"Euler, Leonhard",1747,1707,1783,Science,Math,100.00,0,Switzerland,Switzerland,Germanic,0,
2620,"Euler, Ulf von",1945,1905,1983,Science,Medi,13.10,0,Sweden,Sweden,Swedish,0,
20871,Euphronios,-480,,,Art.West,,,0,Anc Greece,Anc Greece,Ancient Greek,0,
11456,Euripides,-444,-484,-406,Lit.West,,34.79,0,Anc Greece,Anc Greece,Ancient Greek,0,
2624,"Eustachio, Bartolomeo",1560,1520,1574,Science,Biol,10.52,0,Italy,Italy,Italian,0,
20873,Euthymides,-510,,,Art.West,,,0,Anc Greece,Anc Greece,Ancient Greek,0,
2632,"Evans, Herbert ",1922,1882,1971,Science,Biol,17.47,1,USA,USA,USA,0,2
2632,"Evans, Herbert ",1922,1882,1971,Science,Medi,10.29,1,USA,USA,USA,0,2
2635,"Evans, Oliver",1795,1755,1819,Science,Tech,22.45,0,USA,USA,USA,0,
11461,"Ewald, Johannes",1781,1743,1781,Lit.West,,2.09,0,Denmark,Denmark,Danish,0,
2645,"Ewing, James ",1895,1855,1935,Science,Eart,8.12,0,Britain,Britain,Scots,0,
2646,"Ewing, William ",1946,1906,1974,Science,Eart,26.49,0,USA,USA,USA,0,
20878,Exekias,-540,,,Art.West,,,0,Anc Greece,Anc Greece,Ancient Greek,0,
20879,"Eyck, Hubert van",1406,1366,1426,Art.West,,10.45,0,Belgium,Belgium,Flemish,0,
20880,"Eyck, Jan van",1430,1390,1441,Art.West,,41.94,0,Belgium,Belgium,Flemish,0,
2659,"Fabrici, Girolamo",1573,1533,1619,Science,Biol,15.48,0,Italy,Italy,Italian,0,
2660,"Fabricius, David",1604,1564,1617,Science,Astr,9.40,0,Germany,Germany,Germanic,0,
2661,"Fabricius, Johan ",1785,1745,1808,Science,Biol,2.49,0,Denmark,Denmark,Danish,0,
20884,"Fabritius, Carel",1654,1622,1654,Art.West,,2.14,0,Netherlands,Netherlands,Dutch,0,
2663,"Fabry, Marie ",1907,1867,1945,Science,Phys,7.84,0,France,France,French,0,
2671,"Fahlberg, Constantin ",1890,1850,1910,Science,Chem,4.06,0,Germany,Germany,Germanic,0,
2672,"Fahrenheit, Daniel ",1726,1686,1736,Science,Phys,3.84,1,Germany,Netherlands,Germanic,0,2
2672,"Fahrenheit, Daniel ",1726,1686,1736,Science,Tech,27.80,1,Germany,Netherlands,Germanic,0,2
2676,"Fajans, Kasimir",1927,1887,1975,Science,Chem,13.31,0,Poland,Germany,Jewish,0,
20886,"Falconer, Etienne (Falconet)",1756,1716,1791,Art.West,,1.87,0,France,France,French,0,
40779,"Falla, Manuel de",1916,1876,1946,Music.West,,8.74,0,Spain,Spain,Spanish,0,
11471,"Fallada, Hans (Ditzen)",1933,1893,1947,Lit.West,,1.36,0,Germany,Germany,Germanic,0,
2679,"Falloppio, Gabriele",1562,1523,1562,Science,Biol,13.83,0,Italy,Italy,Italian,0,
20889,Fan Kuan,1030,990,1030,Art.China,,41.93,0,China,China,Chinese,0,
20894,"Fantin-Latour, Henri",1876,1836,1904,Art.West,,2.23,0,France,France,French,0,
2688,"Faraday, Michael",1831,1791,1867,Science,Phys,85.57,1,Britain,Britain,English,0,2
2688,"Faraday, Michael",1831,1791,1867,Science,Tech,31.49,1,Britain,Britain,English,0,2
11479,Farid od-Din ‘Attar,1182,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
40785,"Farnaby, Giles",1603,1563,1640,Music.West,,1.41,0,Britain,Britain,English,0,
11480,"Farquhar, George",1707,1677,1707,Lit.West,,1.29,0,Britain,Britain,Irish,0,
20896,"Fattori, Giovanni",1865,1825,1908,Art.West,,2.33,0,Italy,Italy,Italian,0,
2701,"Fauchard, Pierre",1718,1678,1761,Science,Medi,16.89,0,France,France,French,0,
11484,"Faulkner, William",1937,1897,1962,Lit.West,,15.35,0,USA,USA,USA,0,
40794,"Fauré, Gabriel",1885,1845,1924,Music.West,,13.31,0,France,France,French,0,
40795,"Fayrfax, Robert",1504,1464,1521,Music.West,,1.26,0,Britain,Britain,English,0,
30585,Fazang,683,643,712,Phil.China,,4.45,0,China,China,Chinese,0,
2711,"Fechner, Gustav ",1841,1801,1887,Science,Science,,0,Germany,Germany,Germanic,0,
11491,"Fedin, Konstantine",1932,1892,1977,Lit.West,,3.77,0,Russia,Russia,Slavic,0,
20902,"Feininger, Lyonel",1911,1871,1956,Art.West,,4.63,0,USA,France,USA,0,
11496,"Fenelon, Francois",1691,1651,1715,Lit.West,,8.30,0,France,France,French,0,
14556,Feng Menglong,1614,1574,1646,Lit.China,,19.83,0,China,China,Chinese,0,
30639,Feng Yulan,1935,1895,1990,Phil.China,,13.24,0,China,China,Chinese,0,
11521,Ferdowsi ,975,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
2734,"Fermat, Pierre de",1641,1601,1665,Science,Math,72.47,0,France,France,French,0,
2735,"Fermi, Enrico",1941,1901,1954,Science,Phys,41.96,0,Italy,Italy,Italian,0,
2737,"Fernel, François",1537,1497,1558,Science,Medi,15.08,0,France,France,French,0,
40802,"Ferrabosco, Alfonso the Elder",1583,1543,1588,Music.West,,1.10,0,Italy,Britain,Italian,0,
40803,"Ferrabosco, Alfonso the Younger",1618,1578,1628,Music.West,,1.21,0,Britain,Britain,Italian,0,
40805,"Ferrari, Benedetto",1637,1597,1681,Music.West,,1.00,0,Italy,Italy,Italian,0,
2739,"Ferrari, Ludovico",1562,1522,1565,Science,Math,4.94,0,Italy,Italy,Italian,0,
11503,"Ferreira, Antonio",1568,1528,1569,Lit.West,,1.32,0,Portugal,Portugal,Portuguese,0,
2742,"Ferrel, William",1857,1817,1891,Science,Eart,1.00,0,Britain,USA,USA,0,
2745,"Ferro, Scipione",1505,1465,1526,Science,Math,5.67,0,Italy,Italy,Italian,0,
2747,"Fessenden, Reginald ",1906,1866,1932,Science,Tech,13.97,0,Canada,USA,Canadian,0,
40808,"Festa, Costanzo",1530,1490,1545,Music.West,,2.38,0,Italy,Italy,Italian,0,
11506,"Fet, Afanasy",1860,1820,1892,Lit.West,,2.71,0,Russia,Russia,Slavic,0,
20915,"Fetti, Domenico",1624,1589,1624,Art.West,,1.77,0,Italy,Italy,Italian,0,
30603,"Feuerbach, Ludwig ",1844,1804,1872,Phil.West,,4.19,0,Germany,Germany,Germanic,0,
40810,"Févin, Antoine de",1510,1470,1511,Music.West,,1.79,0,France,France,Dutch,0,
40812,"Fibich, Zdenek",1890,1850,1900,Music.West,,2.24,0,Czech,Czech,Czech,0,
2752,"Fibiger, Johannes ",1907,1867,1928,Science,Medi,4.90,0,Denmark,Denmark,Danish,0,
2753,"Fibonacci, Leonardo",1210,1170,1250,Science,Math,33.71,0,Italy,Italy,Italian,0,
30604,"Fichte, Johann",1802,1762,1814,Phil.West,,16.98,0,Germany,Germany,Germanic,0,
2756,"Field, Cyrus ",1859,1819,1892,Science,Tech,6.56,0,USA,USA,USA,0,
40814,"Field, John",1822,1782,1837,Music.West,,2.68,0,Britain,Britain,Irish,0,
11514,"Fielding, Henry",1747,1707,1754,Lit.West,,14.00,0,Britain,Britain,English,0,
20919,Filarete (Antonio Averlino),1440,1400,1469,Art.West,,2.72,0,Italy,Italy,Italian,0,
40816,"Fils, Anton",1760,1733,1760,Music.West,,1.08,0,Germany,Germany,Germanic,0,
40817,"Finck, Heinrich",1484,1444,1527,Music.West,,1.52,0,Germany,Poland,Germanic,0,
2768,"Finlay, Carlos ",1873,1833,1915,Science,Medi,9.01,0,Latin Am,Latin Am,Scots,0,
2770,"Finsen, Niels ",1900,1860,1904,Science,Medi,5.48,0,Denmark,Denmark,Danish,0,
11523,"Fischart, Johann",1585,1545,1590,Lit.West,,1.73,0,Germany,Germany,Germanic,0,
2773,"Fischer, Emil ",1892,1852,1919,Science,Chem,15.87,0,Germany,Germany,Germanic,0,
2776,"Fischer, Hans",1921,1881,1945,Science,Chem,5.36,0,Germany,Germany,Germanic,0,
40827,"Fischer, Johann",1705,1665,1746,Music.West,,2.70,0,Germany,Germany,Germanic,0,
2783,"Fisher, Ronald ",1930,1890,1962,Science,Biol,8.59,0,Britain,Britain,English,0,
2785,"Fitch, John",1783,1743,1798,Science,Tech,14.77,0,USA,USA,USA,0,
11526,"Fitzgerald, Edward",1849,1809,1883,Lit.West,,1.59,0,Britain,Britain,English,0,
11527,"Fitzgerald, F. Scott",1936,1896,1940,Lit.West,,2.84,0,USA,USA,USA,0,
2791,"Fitzgerald, George ",1891,1851,1901,Science,Phys,12.58,0,Britain,Britain,Irish,0,
2794,"Fizeau, Armand",1859,1819,1896,Science,Phys,28.44,0,France,France,French,0,
2798,"Flamsteed, John",1686,1646,1719,Science,Astr,22.61,0,Britain,Britain,English,0,
11529,"Flaubert, Gustave",1861,1821,1880,Lit.West,,22.88,0,France,France,French,0,
20930,"Flaxman, John",1795,1755,1826,Art.West,,3.81,0,Britain,Britain,English,0,
2800,"Fleck, Alexander",1929,1889,1968,Science,Chem,3.23,0,Britain,Britain,Scots,0,
2802,"Fleming, Alexander",1921,1881,1955,Science,Medi,47.31,0,Britain,Britain,Scots,0,
2804,"Fleming, John ",1889,1849,1945,Science,Tech,16.61,0,Britain,Britain,English,0,
11533,"Fleming, Paul",1640,1609,1640,Lit.West,,2.05,0,Germany,Germany,Germanic,0,
2806,"Flemming, Walther",1883,1843,1905,Science,Biol,27.22,0,Germany,Germany,Flemish,0,
11536,"Fletcher, John",1619,1579,1625,Lit.West,,3.57,0,Britain,Britain,English,0,
2813,"Flexner, Simon",1903,1863,1946,Science,Medi,3.51,0,USA,USA,Jewish,0,
2816,"Florey, Howard ",1938,1898,1968,Science,Medi,28.14,0,Australia,Britain,Australian,0,
40835,"Flotow, Friedrich von",1852,1812,1883,Music.West,,2.01,0,Germany,France,Germanic,0,
11543,"Fogazzaro, Antonio",1882,1842,1911,Lit.West,,6.40,0,Italy,Italy,Italian,0,
11549,"Fontane, Theodor",1859,1819,1898,Lit.West,,7.80,0,Germany,Germany,Germanic,0,
11551,"Fontenelle, Bernard de",1697,1657,1757,Lit.West,,5.40,0,France,France,French,0,
11552,"Fonvizin, Denis",1785,1745,1792,Lit.West,,3.09,0,Russia,Russia,Slavic,0,
20942,"Foppa, Vincenco",1467,1427,1515,Art.West,,4.13,0,Italy,Italy,Italian,0,
2841,"Forbes, Edward Jr.",1854,1815,1854,Science,Biol,17.45,0,Britain,Britain,English,0,
11553,"Ford, Ford Madox",1913,1873,1939,Lit.West,,1.09,0,Britain,Britain,English,0,
2846,"Ford, Henry",1903,1863,1947,Science,Tech,17.53,0,USA,USA,USA,0,
11554,"Ford, John",1626,1586,1640,Lit.West,,1.58,0,Britain,Britain,English,0,
2857,"Forssmann, Werner",1944,1904,1979,Science,Medi,16.61,0,Germany,Germany,Germanic,0,
11556,"Forster, Edward",1919,1879,1970,Lit.West,,4.80,0,Britain,Britain,English,0,
40849,"Forster, Georg",1550,1510,1568,Music.West,,1.00,0,Germany,Germany,Germanic,0,
40851,"Fortner, Wolfgang",1947,1907,1987,Music.West,,1.71,0,Germany,Germany,Germanic,0,
11559,"Foscolo, Ugo",1818,1778,1827,Lit.West,,8.86,0,Balkans,Italy,Greek,0,
40853,"Foster, Stephen",1864,1826,1864,Music.West,,1.71,0,USA,USA,USA,0,
2868,"Foucault, Jean",1859,1819,1868,Science,Phys,29.71,0,France,France,French,0,
11561,"Fouque, Friedrich",1817,1777,1843,Lit.West,,2.82,0,Germany,Germany,Germanic,0,
20948,"Fouquet, Jean",1465,1425,1480,Art.West,,12.71,0,France,France,French,0,
2872,"Fourcroy, Antoine de",1795,1755,1809,Science,Chem,11.79,0,France,France,French,0,
2873,"Fourier, Jean",1808,1768,1830,Science,Math,24.02,0,France,France,French,0,
2876,"Fourneyron, Benoît",1842,1802,1867,Science,Tech,9.49,0,France,France,French,0,
8069,"Fox Talbot, William ",1840,1800,1877,Science,Chem,8.51,1,Britain,Britain,English,0,2
8069,"Fox Talbot, William ",1840,1800,1877,Science,Tech,15.75,1,Britain,Britain,English,0,2
2887,"Fracastoro, Girolamo",1518,1478,1553,Science,Medi,33.06,0,Italy,Italy,Italian,0,
20949,"Fragonard, Jean",1772,1732,1806,Art.West,,13.98,0,France,France,French,0,
11563,"France, Anatole",1884,1844,1924,Lit.West,,11.84,0,France,France,French,0,
40857,Francesco da Milano,1537,1497,1543,Music.West,,1.68,0,Italy,Italy,Italian,0,
20956,"Francia, Francesco",1490,1450,1515,Art.West,,1.80,0,Italy,Italy,Italian,0,
11565,"Francis of Assisi, St.",1222,1182,1226,Lit.West,,8.56,0,Italy,Italy,Italian,0,
2895,"Francis, James Bicheno",1855,1815,1892,Science,Tech,8.25,0,Britain,USA,English,0,
2898,"Francis, Thomas Jr.",1940,1900,1969,Science,Biol,8.43,0,USA,USA,USA,0,
40859,"Franck, César",1862,1822,1890,Music.West,,15.24,0,Belgium,France,Flemish,0,
2900,"Franck, James",1922,1882,1964,Science,Phys,4.70,0,Germany,Germany,Jewish,0,
40860,"Franck, Johann ",1679,1641,1679,Music.West,,1.40,0,Germany,Germany,Germanic,0,
40861,"Franck, Melchior",1619,1579,1639,Music.West,,1.00,0,Germany,Germany,Germanic,0,
2906,"Frank, Ilya ",1948,1908,1990,Science,Phys,7.60,0,Russia,Russia,Jewish,0,
2910,"Frankland, Edward",1865,1825,1899,Science,Chem,6.96,0,Britain,Britain,English,0,
2912,"Franklin, Benjamin",1750,1706,1790,Science,Phys,20.47,1,USA,USA,USA,0,3
2912,"Franklin, Benjamin",1750,1706,1790,Science,Tech,31.69,1,USA,USA,USA,0,3
11572,"Franklin, Benjamin",1750,1706,1790,Lit.West,,3.73,1,USA,USA,USA,0,3
40868,"Franz, Robert",1855,1815,1892,Music.West,,1.37,0,Germany,Germany,Germanic,0,
2920,"Fraunhofer, Joseph von",1826,1787,1826,Science,Phys,11.67,0,Germany,Germany,Germanic,0,
2923,"Fréchet, Rene ",1918,1878,1973,Science,Math,14.65,0,France,France,French,0,
40869,Frederick II of Prussia,1752,1712,1786,Music.West,,3.05,0,Germany,Germany,Germanic,0,
2929,"Frege, Friedrich",1888,1848,1925,Science,Math,7.25,0,Germany,Germany,Germanic,0,
2930,"Freiberg, Dietrich von",1290,1250,1311,Science,Phys,5.16,0,Germany,Germany,Germanic,0,
2944,"Fresnel, Augustin",1827,1788,1827,Science,Phys,15.64,1,France,France,French,0,2
2944,"Fresnel, Augustin",1827,1788,1827,Science,Tech,4.45,1,France,France,French,0,2
2945,"Freud, Sigmund",1896,1856,1939,Science,Medi,34.46,0,Germany,Austria,Jewish,0,
11588,"Freytag, Gustav",1856,1816,1895,Lit.West,,3.10,0,Germany,Germany,Germanic,0,
2960,"Friedmann, Alexander",1925,1888,1925,Science,Phys,7.54,0,Russia,Russia,Slavic,0,
20971,"Friedrich, Caspar",1814,1774,1840,Art.West,,15.91,0,Germany,Germany,Germanic,0,
2967,"Frisch, Karl von",1926,1886,1982,Science,Biol,17.85,0,Austria,Austria,Germanic,0,
2968,"Frisch, Otto ",1944,1904,1979,Science,Phys,3.08,0,Austria,Britain,Jewish,0,
2974,"Frobenius, Georg",1889,1849,1917,Science,Math,2.96,0,Germany,Germany,Germanic,0,
11595,"Fröding, Gustav",1900,1860,1911,Lit.West,,5.81,0,Sweden,Sweden,Swedish,0,
11596,"Froissart, Jean",1377,1337,1405,Lit.West,,4.72,0,France,France,French,0,
11597,"Fromentin, Eugene",1860,1820,1875,Lit.West,,1.35,0,France,France,French,0,
11598,"Frost, Robert",1914,1874,1963,Lit.West,,5.53,0,USA,USA,USA,0,
11602,"Fry, Christopher",1947,1907,,Lit.West,,2.76,0,Britain,Britain,English,0,
20979,Fu Baoshi,1944,1904,1965,Art.China,,,0,China,China,Chinese,0,
2991,"Fuchs, Leonhart",1541,1501,1566,Science,Biol,15.55,0,Germany,Germany,Germanic,0,
15603,Fujiwara Kinto,1006,966,1041,Lit.Japan,,15.20,0,Japan,Japan,Japanese,0,
20981,Fujiwara Nobuzane,1216,1176,1265,Art.Japan,,9.66,0,Japan,Japan,Japanese,0,
20982,Fujiwara Takanobu,1182,1142,1205,Art.Japan,,17.40,0,Japan,Japan,Japanese,0,
22587,Fujiwara Takayoshi,1150,,,Art.Japan,,5.94,0,Japan,Japan,Japanese,0,
13951,Fujiwara Teika (Sadaie),1202,1162,1241,Lit.Japan,,44.28,0,Japan,Japan,Japanese,0,
15612,Fujiwara Toshinari (Shunzei),1154,1114,1204,Lit.Japan,,27.98,0,Japan,Japan,Japanese,0,
15614,Fukuzawa Yukichi,1875,1835,1901,Lit.Japan,,30.66,0,Japan,Japan,Japanese,0,
3000,"Fulton, Robert",1805,1765,1815,Science,Tech,20.92,0,USA,USA,USA,0,
3001,"Funk, Casimir",1924,1884,1967,Science,Medi,23.54,0,Poland,USA,Jewish,0,
20985,"Fuseli, Henry",1781,1741,1825,Art.West,,9.17,0,Switzerland,Britain,Germanic,0,
11612,Futabatei Shimei,1904,1864,1909,Lit.Japan,,25.81,0,Japan,Japan,Japanese,0,
40892,"Fux, Johann Joseph",1700,1660,1741,Music.West,,5.59,0,Austria,Austria,Germanic,0,
20987,"Gabo, Naum",1930,1890,1977,Art.West,,4.82,0,Russia,Russia,Slavic,0,
3007,"Gabor, Dennis",1940,1900,1979,Science,Phys,10.81,0,Hungary,Britain,Jewish,0,
40895,"Gabrieli, Giovanni",1593,1553,1612,Music.West,,10.75,0,Italy,Italy,Italian,0,
20989,"Gaddi, Agnolo",1390,1350,1396,Art.West,,1.29,0,Italy,Italy,Italian,0,
20990,"Gaddi, Taddeo",1340,1300,1366,Art.West,,4.21,0,Italy,Italy,Italian,0,
40898,"Gade, Niels ",1857,1817,1890,Music.West,,2.62,0,Denmark,Denmark,Danish,0,
3009,"Gadolin, Johan",1800,1760,1852,Science,Eart,11.41,0,Finland,Sweden,Finnish,0,
40899,"Gaffurius, Franchinus",1491,1451,1522,Music.West,,1.40,0,Italy,Italy,Italian,0,
40900,"Gagliano, Marco Da",1622,1582,1643,Music.West,,1.72,0,Italy,Italy,Italian,0,
3016,"Gagnan, Émile",1943,,,Science,Tech,6.23,0,France,France,French,0,
3018,"Gahn, Johan ",1785,1745,1818,Science,Eart,13.94,0,Sweden,Sweden,Swedish,0,
20992,"Gainsborough, Thomas",1767,1727,1788,Art.West,,15.22,0,Britain,Britain,English,0,
3027,Galen of Pergamum,170,130,200,Science,Medi,73.80,0,Anc Greece,Rome,Ancient Greek,0,
3030,Galileo Galilei,1604,1564,1642,Science,Astr,100.00,1,Italy,Italy,Italian,0,3
3030,Galileo Galilei,1604,1564,1642,Science,Phys,83.04,1,Italy,Italy,Italian,0,3
3030,Galileo Galilei,1604,1564,1642,Science,Tech,18.84,1,Italy,Italy,Italian,0,3
3031,"Gall, Franz ",1798,1758,1828,Science,Biol,8.72,0,Germany,Austria,Germanic,0,
3033,"Galle, Johann ",1852,1812,1910,Science,Astr,13.93,0,Germany,Germany,Germanic,0,
40909,"Gallus, Joannes",1550,,,Music.West,,1.00,0,Belgium,Belgium,Flemish,0,
3037,"Galois, Évariste",1832,1811,1832,Science,Math,14.59,0,France,France,French,0,
11621,"Galsworthy, John",1907,1867,1933,Lit.West,,7.79,0,Britain,Britain,English,0,
3038,"Galton, Francis",1862,1822,1911,Science,Biol,26.01,0,Britain,Britain,English,0,
40910,"Galuppi, Baldassare",1746,1706,1785,Music.West,,3.89,0,Italy,Italy,Italian,0,
3039,"Galvani, Luigi",1777,1737,1798,Science,Biol,24.69,0,Italy,Italy,Italian,0,
3044,"Gamow, George",1944,1904,1968,Science,Phys,4.96,0,Russia,USA,Slavic,0,
30646,Gangesa,1325,,,Phil.India,,6.03,0,India,India,Indian,0,
21390,Gao Kegong,1288,1248,1310,Art.China,,13.35,0,China,China,Chinese,0,
14596,Gao Ming,1350,1310,1380,Lit.China,,24.94,0,China,China,Chinese,0,
14595,Gao Qi,1374,1336,1374,Lit.China,,9.68,0,China,China,Chinese,0,
21384,Gao Qifeng,1929,1889,1933,Art.China,,,0,China,China,Chinese,0,
21385,Gao Qipei,1700,1660,1734,Art.China,,8.82,0,China,China,Chinese,0,
11628,"Garborg, Arne",1891,1851,1924,Lit.West,,2.40,0,Norway,Norway,Norwegian,0,
11630,"Garcia Lorca, Frederico",1936,1898,1936,Lit.West,,13.62,0,Spain,Spain,Spanish,0,
11631,Garcilaso de la Vega,1536,1503,1536,Lit.West,,6.41,0,Spain,Spain,Spanish,0,
11635,"Garnier, Robert",1574,1534,1590,Lit.West,,1.81,0,France,France,French,0,
3059,"Garrod, Archibald",1897,1857,1936,Science,Medi,5.77,0,Britain,Britain,English,0,
11637,"Garshin, Vsevolod",1888,1855,1888,Lit.West,,2.01,0,Russia,Russia,Slavic,0,
3063,"Gascoigne, William",1644,1612,1644,Science,Tech,5.82,0,Britain,Britain,English,0,
11641,"Gaskell, Elizabeth",1850,1810,1865,Lit.West,,1.99,0,Britain,Britain,English,1,
3065,"Gassendi, Pierre",1632,1592,1655,Science,Astr,16.94,1,France,France,French,0,2
30649,"Gassendi, Pierre",1632,1592,1655,Phil.West,,2.70,1,France,France,French,0,2
40923,"Gassmann, Florian",1769,1729,1774,Music.West,,2.14,0,Czech,Austria,Czech,0,
40924,"Gastoldi, Giovanni",1600,,,Music.West,,1.43,0,Italy,Italy,Italian,0,
30651,Gaudapada ,640,,,Phil.India,,10.24,0,India,India,Indian,0,
21009,"Gauguin, Paul",1888,1848,1903,Art.West,,38.32,0,France,France,French,0,
21010,"Gaulli, Il (Giovanni Baciccia)",1679,1639,1709,Art.West,,5.26,0,Italy,Italy,Italian,0,
3076,"Gauss, Carl",1817,1777,1855,Science,Math,81.24,1,Germany,Germany,Germanic,0,2
3076,"Gauss, Carl",1817,1777,1855,Science,Tech,9.19,1,Germany,Germany,Germanic,0,2
30655,Gautama (Aksapada),240,200,250,Phil.India,,2.98,0,India,India,Indian,0,
11645,"Gautier, Theophile",1851,1811,1872,Lit.West,,11.66,0,France,France,French,0,
40929,"Gaveaux, Pierre",1800,1760,1825,Music.West,,1.25,0,France,France,French,0,
3084,"Gay-Lussac, Joseph",1818,1778,1850,Science,Chem,37.28,1,France,France,French,0,2
3084,"Gay-Lussac, Joseph",1818,1778,1850,Science,Tech,15.28,1,France,France,French,0,2
11647,"Gay, John",1725,1685,1732,Lit.West,,2.33,0,Britain,Britain,English,0,
